Day_interval,Date,Longitude,Latitude,Depth,Magnitude
0.059722222222222225,2023-02-06T05:43:00,38.458,38.11,7.01,3.9
0.06104166666666667,2023-02-06T05:44:54,36.246,36.396,13.59,4.3
0.06258101851851852,2023-02-06T05:47:07,37.092,37.509,7.0,3.2
0.06356481481481482,2023-02-06T05:48:32,37.89,37.892,7.01,3.9
0.06420138888888889,2023-02-06T05:49:27,38.018,37.953,8.58,3.4
0.0648611111111111,2023-02-06T05:50:24,38.496,38.677,9.47,3.6
0.06553240740740741,2023-02-06T05:51:22,38.614,38.277,7.0,3.1
0.0660300925925926,2023-02-06T05:52:05,37.249,37.556,6.92,3.7
0.06738425925925927,2023-02-06T05:54:02,38.36,38.085,6.99,3.3
0.06862268518518519,2023-02-06T05:55:49,38.473,38.08,3.33,4.4
0.07158564814814813,2023-02-06T06:00:05,37.143,37.386,7.02,3.9
0.07271990740740741,2023-02-06T06:01:43,38.286,38.052,7.0,3.0
0.07439814814814814,2023-02-06T06:04:08,36.638,37.074,4.24,3.3
0.07636574074074075,2023-02-06T06:06:58,37.683,37.951,7.5,3.7
0.07773148148148148,2023-02-06T06:08:56,37.103,37.587,7.0,3.4
0.0778125,2023-02-06T06:09:03,37.064,37.073,6.96,3.7
0.07790509259259258,2023-02-06T06:09:11,37.181,37.197,7.0,3.7
0.0802662037037037,2023-02-06T06:12:35,37.24,37.502,7.0,2.5
0.08060185185185186,2023-02-06T06:13:04,37.169,37.562,7.0,3.4
0.080625,2023-02-06T06:13:06,37.242,37.532,7.0,2.6
0.08130787037037038,2023-02-06T06:14:05,36.002,35.75,7.04,3.3
0.08168981481481481,2023-02-06T06:14:38,37.1,37.351,5.7,3.9
0.08287037037037037,2023-02-06T06:16:20,36.873,37.092,5.87,3.5
0.0840162037037037,2023-02-06T06:17:59,38.419,38.106,10.53,3.8
0.08554398148148148,2023-02-06T06:20:11,38.516,38.127,7.12,3.3
0.08581018518518518,2023-02-06T06:20:34,37.884,37.788,13.1,3.1
0.08611111111111111,2023-02-06T06:21:00,38.146,37.994,7.0,3.4
0.08636574074074074,2023-02-06T06:21:22,38.598,37.057,7.0,4.0
0.08652777777777777,2023-02-06T06:21:36,37.992,37.621,7.0,3.6
0.08990740740740741,2023-02-06T06:26:28,37.02,37.28,10.97,4.5
0.09085648148148147,2023-02-06T06:27:50,38.29,38.044,7.01,4.2
0.09186342592592592,2023-02-06T06:29:17,37.959,37.805,18.82,3.6
0.09350694444444445,2023-02-06T06:31:39,37.992,37.922,7.0,3.7
0.09378472222222221,2023-02-06T06:32:03,36.256,36.425,7.0,3.0
0.09467592592592593,2023-02-06T06:33:20,37.025,37.292,7.0,3.6
0.09523148148148147,2023-02-06T06:34:08,38.474,38.133,7.0,3.7
0.0957638888888889,2023-02-06T06:34:54,37.023,37.292,7.0,3.5
0.09708333333333334,2023-02-06T06:36:48,36.842,37.315,5.1,2.9
0.09802083333333332,2023-02-06T06:38:09,36.519,36.815,6.92,4.2
0.09921296296296298,2023-02-06T06:39:52,38.328,38.073,7.02,3.1
0.10150462962962963,2023-02-06T06:43:10,37.394,37.826,8.0,4.1
0.1017013888888889,2023-02-06T06:43:27,38.241,38.002,7.0,4.3
0.10531249999999999,2023-02-06T06:48:39,37.092,37.286,7.0,3.2
0.10605324074074075,2023-02-06T06:49:43,37.139,37.381,9.65,3.2
0.10695601851851852,2023-02-06T06:51:01,36.838,37.218,6.71,3.6
0.10695601851851852,2023-02-06T06:51:01,36.838,37.256,7.0,3.5
0.10699074074074075,2023-02-06T06:51:04,37.159,37.174,7.0,3.3
0.1074537037037037,2023-02-06T06:51:44,37.235,37.455,7.0,3.4
0.1089699074074074,2023-02-06T06:53:55,37.331,37.677,7.0,3.5
0.10900462962962963,2023-02-06T06:53:58,37.434,37.581,7.0,3.4
0.1096875,2023-02-06T06:54:57,37.457,37.733,7.0,5.0
0.11255787037037038,2023-02-06T06:59:05,37.169,37.522,7.32,4.2
0.11510416666666666,2023-02-06T07:02:45,38.676,38.21,7.0,3.0
0.11605324074074073,2023-02-06T07:04:07,37.176,37.506,6.92,4.0
0.1191087962962963,2023-02-06T07:08:31,36.425,36.639,7.0,4.4
0.12165509259259258,2023-02-06T07:12:11,37.069,37.301,7.26,3.8
0.12671296296296297,2023-02-06T07:19:28,38.002,37.919,6.98,3.8
0.12783564814814813,2023-02-06T07:21:05,37.155,37.536,7.0,4.0
0.13114583333333335,2023-02-06T07:25:51,37.205,37.417,6.67,4.2
0.13190972222222222,2023-02-06T07:26:57,38.299,38.109,6.37,3.7
0.13225694444444444,2023-02-06T07:27:27,38.196,37.967,7.0,3.3
0.13334490740740743,2023-02-06T07:29:01,38.458,38.469,7.0,3.0
0.13474537037037038,2023-02-06T07:31:02,37.186,37.341,7.0,4.1
0.1358101851851852,2023-02-06T07:32:34,38.186,37.993,7.0,3.6
0.13679398148148147,2023-02-06T07:33:59,37.116,37.378,12.58,3.6
0.13791666666666666,2023-02-06T07:35:36,37.075,37.331,6.32,3.9
0.14009259259259257,2023-02-06T07:38:44,36.937,37.139,7.0,3.8
0.14180555555555555,2023-02-06T07:41:12,37.946,37.935,7.69,4.2
0.14315972222222223,2023-02-06T07:43:09,37.838,37.947,7.0,3.7
0.14623842592592592,2023-02-06T07:47:35,38.127,37.978,7.02,3.5
0.1472800925925926,2023-02-06T07:49:05,37.436,37.743,7.0,3.4
0.14825231481481482,2023-02-06T07:50:29,38.28,38.2,7.0,3.0
0.1484953703703704,2023-02-06T07:50:50,40.393,39.119,7.0,3.4
0.15013888888888888,2023-02-06T07:53:12,39.535,38.601,7.1,2.7
0.15435185185185185,2023-02-06T07:59:16,40.896,38.585,7.04,2.6
0.15640046296296298,2023-02-06T08:02:13,38.002,37.892,15.5,4.5
0.15811342592592592,2023-02-06T08:04:41,37.671,37.83,7.05,3.5
0.16086805555555556,2023-02-06T08:08:39,36.994,37.238,12.27,3.8
0.16377314814814817,2023-02-06T08:12:50,37.188,37.454,6.86,3.4
0.16671296296296295,2023-02-06T08:17:04,38.675,38.208,7.02,2.9
0.16981481481481484,2023-02-06T08:21:32,37.417,37.8,7.16,3.6
0.1728009259259259,2023-02-06T08:25:50,37.034,37.186,7.04,3.8
0.1753125,2023-02-06T08:29:27,37.994,37.918,7.0,3.3
0.1799189814814815,2023-02-06T08:36:05,37.903,38.051,7.64,3.2
0.18151620370370372,2023-02-06T08:38:23,38.539,38.145,6.94,3.2
0.18285879629629628,2023-02-06T08:40:19,38.307,38.078,7.95,3.8
0.18483796296296295,2023-02-06T08:43:10,39.856,39.192,39.26,2.6
0.18589120370370374,2023-02-06T08:44:41,38.433,38.134,7.15,3.5
0.18649305555555556,2023-02-06T08:45:33,37.151,37.391,9.09,4.0
0.18751157407407407,2023-02-06T08:47:01,36.118,36.708,7.0,3.8
0.19028935185185186,2023-02-06T08:51:01,37.177,37.404,8.85,3.4
0.19140046296296295,2023-02-06T08:52:37,37.155,37.518,7.0,4.6
0.19555555555555554,2023-02-06T08:58:36,38.31,38.03,7.85,4.5
0.19762731481481483,2023-02-06T09:01:35,36.426,36.639,5.17,3.6
0.19894675925925928,2023-02-06T09:03:29,36.637,37.062,7.0,3.2
0.20060185185185184,2023-02-06T09:05:52,37.065,37.476,8.48,4.0
0.2025810185185185,2023-02-06T09:08:43,37.685,37.84,7.0,3.5
0.2036921296296296,2023-02-06T09:10:19,36.879,37.359,6.72,3.4
0.20466435185185183,2023-02-06T09:11:43,36.848,37.371,6.97,3.8
0.2067013888888889,2023-02-06T09:14:39,38.442,38.078,7.0,3.6
0.2111111111111111,2023-02-06T09:21:00,38.132,38.035,7.0,4.4
0.2130092592592593,2023-02-06T09:23:44,36.431,36.974,8.4,4.6
0.21800925925925926,2023-02-06T09:30:56,35.4,38.677,27.66,3.4
0.2189236111111111,2023-02-06T09:32:15,35.291,38.724,7.0,3.2
0.22150462962962963,2023-02-06T09:35:58,38.046,37.524,6.94,3.6
0.22171296296296295,2023-02-06T09:36:16,36.888,37.251,13.29,4.7
0.22657407407407407,2023-02-06T09:43:16,39.187,38.458,7.0,2.9
0.22697916666666668,2023-02-06T09:43:51,38.743,38.276,16.23,3.9
0.2303587962962963,2023-02-06T09:48:43,39.515,38.87,7.0,4.2
0.23150462962962962,2023-02-06T09:50:22,37.125,37.65,7.29,3.5
0.23427083333333334,2023-02-06T09:54:21,37.652,37.8,7.0,4.0
0.23631944444444444,2023-02-06T09:57:18,36.934,37.108,5.04,3.9
0.23711805555555554,2023-02-06T09:58:27,36.645,37.091,7.0,3.7
0.2382986111111111,2023-02-06T10:00:09,37.267,37.718,7.0,3.1
0.23921296296296296,2023-02-06T10:01:28,36.408,36.619,7.0,3.7
0.24341435185185184,2023-02-06T10:07:31,35.302,35.424,7.08,4.6
0.2466898148148148,2023-02-06T10:12:14,38.404,38.09,5.48,4.3
0.24856481481481482,2023-02-06T10:14:56,37.366,37.59,7.0,3.7
0.25321759259259263,2023-02-06T10:21:38,37.372,37.605,5.3,3.6
0.2554050925925926,2023-02-06T10:24:47,37.239,38.089,7.0,7.6
0.2567824074074074,2023-02-06T10:26:46,38.271,38.332,6.89,5.8
0.2605092592592593,2023-02-06T10:32:08,37.241,38.064,10.93,5.5
0.2615972222222222,2023-02-06T10:33:42,37.856,38.126,6.92,4.9
0.2623611111111111,2023-02-06T10:34:48,37.433,37.989,7.02,4.9
0.2631597222222222,2023-02-06T10:35:57,37.92,38.172,11.28,5.9
0.2652314814814815,2023-02-06T10:38:56,37.636,37.978,7.3,4.7
0.2668171296296296,2023-02-06T10:41:13,36.433,37.991,6.99,4.4
0.2678125,2023-02-06T10:42:39,38.06,38.219,14.65,4.5
0.2683449074074074,2023-02-06T10:43:25,37.157,38.086,7.0,4.3
0.27078703703703705,2023-02-06T10:46:56,36.823,38.095,6.98,4.7
0.27395833333333336,2023-02-06T10:51:30,38.151,38.305,10.4,5.7
0.2761226851851852,2023-02-06T10:54:37,36.419,37.981,7.07,4.4
0.27643518518518523,2023-02-06T10:55:04,38.296,38.301,6.83,4.6
0.2773611111111111,2023-02-06T10:56:24,37.625,38.021,7.0,4.6
0.2804629629629629,2023-02-06T11:00:52,38.019,38.133,7.55,4.4
0.28096064814814814,2023-02-06T11:01:35,37.419,37.976,7.01,4.5
0.28305555555555556,2023-02-06T11:04:36,36.816,38.103,3.26,4.4
0.28373842592592596,2023-02-06T11:05:35,36.571,38.108,5.35,4.8
0.2879513888888889,2023-02-06T11:11:39,37.392,38.012,8.61,4.8
0.2894097222222222,2023-02-06T11:13:45,37.723,37.655,7.0,3.8
0.2914583333333333,2023-02-06T11:16:42,36.387,37.883,5.87,4.4
0.292650462962963,2023-02-06T11:18:25,40.416,38.534,13.52,3.2
0.29399305555555555,2023-02-06T11:20:21,37.867,38.174,6.81,4.3
0.29505787037037035,2023-02-06T11:21:53,37.477,37.749,7.0,3.8
0.29782407407407413,2023-02-06T11:25:52,36.717,37.179,7.0,3.9
0.2992824074074074,2023-02-06T11:27:58,38.272,38.057,7.02,4.4
0.30118055555555556,2023-02-06T11:30:42,38.067,38.255,6.52,4.4
0.3036689814814814,2023-02-06T11:34:17,37.739,38.07,7.0,4.0
0.3044675925925926,2023-02-06T11:35:26,37.504,38.005,7.48,4.5
0.30741898148148145,2023-02-06T11:39:41,36.529,38.052,7.03,4.8
0.3103009259259259,2023-02-06T11:43:50,37.094,37.341,6.81,3.8
0.31047453703703703,2023-02-06T11:44:05,38.149,38.259,6.59,4.7
0.31287037037037035,2023-02-06T11:47:32,37.073,37.386,6.96,2.9
0.31378472222222226,2023-02-06T11:48:51,38.012,38.224,7.53,3.6
0.31431712962962965,2023-02-06T11:49:37,36.922,37.664,1.09,3.8
0.3146412037037037,2023-02-06T11:50:05,36.501,38.037,15.14,4.4
0.31871527777777775,2023-02-06T11:55:57,36.613,37.992,7.36,4.4
0.3205439814814815,2023-02-06T11:58:35,37.674,38.033,5.51,4.8
0.322037037037037,2023-02-06T12:00:44,37.85,38.14,6.98,4.7
0.32304398148148145,2023-02-06T12:02:11,36.478,38.071,17.04,5.9
0.32917824074074076,2023-02-06T12:11:01,38.352,38.061,7.0,3.9
0.33070601851851855,2023-02-06T12:13:13,37.726,37.951,7.0,4.1
0.33107638888888885,2023-02-06T12:13:45,37.483,37.988,7.0,5.1
0.33295138888888887,2023-02-06T12:16:27,36.932,37.205,7.0,3.5
0.334837962962963,2023-02-06T12:19:10,37.8,38.017,8.52,3.8
0.33631944444444445,2023-02-06T12:21:18,36.435,38.027,6.96,4.5
0.3408217592592592,2023-02-06T12:27:47,36.913,37.186,6.77,3.7
0.341412037037037,2023-02-06T12:28:38,38.457,38.094,7.01,4.1
0.3442824074074074,2023-02-06T12:32:46,38.184,37.96,7.17,4.3
0.3456134259259259,2023-02-06T12:34:41,38.234,38.251,7.11,4.8
0.34693287037037035,2023-02-06T12:36:35,38.323,38.051,9.92,4.6
0.347037037037037,2023-02-06T12:36:44,36.475,38.025,7.1,4.8
0.3487847222222222,2023-02-06T12:39:15,38.201,38.247,7.0,4.4
0.35300925925925924,2023-02-06T12:45:20,36.476,38.0,7.11,4.3
0.354849537037037,2023-02-06T12:47:59,36.986,38.137,12.18,4.3
0.3581944444444444,2023-02-06T12:52:48,36.983,37.492,7.0,3.9
0.3594907407407408,2023-02-06T12:54:40,36.722,38.06,7.02,4.6
0.3602430555555555,2023-02-06T12:55:45,36.609,38.023,6.95,4.2
0.36232638888888885,2023-02-06T12:58:45,36.621,37.975,6.95,4.1
0.36334490740740744,2023-02-06T13:00:13,38.194,38.337,7.06,4.3
0.3654513888888889,2023-02-06T13:03:15,37.475,37.979,6.98,4.3
0.3729050925925926,2023-02-06T13:13:59,38.153,37.975,6.97,4.3
0.3737731481481481,2023-02-06T13:15:14,38.696,38.203,7.0,3.3
0.37473379629629633,2023-02-06T13:16:37,37.877,38.135,6.96,4.0
0.3754861111111111,2023-02-06T13:17:42,36.591,38.084,3.94,5.2
0.38081018518518517,2023-02-06T13:25:22,38.39,38.073,7.02,3.6
0.38320601851851854,2023-02-06T13:28:49,37.804,38.142,7.06,3.8
0.38629629629629636,2023-02-06T13:33:16,37.735,37.733,7.02,4.1
0.3882986111111111,2023-02-06T13:36:09,36.178,36.364,7.0,4.0
0.38840277777777776,2023-02-06T13:36:18,37.19,37.411,12.43,3.6
0.39054398148148145,2023-02-06T13:39:23,37.628,38.037,7.2,5.3
0.39431712962962967,2023-02-06T13:44:49,37.555,38.007,8.76,5.1
0.39728009259259256,2023-02-06T13:49:05,36.896,37.143,6.1,3.5
0.40402777777777776,2023-02-06T13:58:48,36.633,38.011,6.3,4.2
0.407025462962963,2023-02-06T14:03:07,37.768,38.076,7.02,4.1
0.40819444444444447,2023-02-06T14:04:48,36.471,37.976,2.85,4.4
0.4093634259259259,2023-02-06T14:06:29,37.075,37.341,6.77,3.3
0.4119212962962963,2023-02-06T14:10:10,37.467,38.003,7.17,4.7
0.41253472222222226,2023-02-06T14:11:03,39.425,38.191,7.23,3.9
0.4151736111111111,2023-02-06T14:14:51,36.873,37.456,7.18,4.2
0.41685185185185186,2023-02-06T14:17:16,37.541,37.984,7.47,4.1
0.4193171296296297,2023-02-06T14:20:49,38.216,38.24,6.98,4.1
0.42059027777777774,2023-02-06T14:22:39,38.119,38.327,6.87,3.8
0.42116898148148146,2023-02-06T14:23:29,37.661,38.026,6.8,3.6
0.4220949074074074,2023-02-06T14:24:49,37.184,37.514,7.0,4.0
0.4237152777777778,2023-02-06T14:27:09,37.701,38.145,6.22,3.5
0.4241087962962963,2023-02-06T14:27:43,36.51,36.853,9.17,4.7
0.4256597222222222,2023-02-06T14:29:57,36.42,37.962,7.02,4.7
0.4278356481481482,2023-02-06T14:33:05,37.908,38.043,7.43,4.1
0.43118055555555557,2023-02-06T14:37:54,36.61,36.949,6.8,4.1
0.43267361111111113,2023-02-06T14:40:03,38.682,38.211,7.11,2.8
0.4337962962962963,2023-02-06T14:41:40,36.311,37.122,6.75,3.8
0.43398148148148147,2023-02-06T14:41:56,37.908,38.143,6.26,4.1
0.43710648148148146,2023-02-06T14:46:26,34.504,36.802,7.0,2.7
0.4384837962962963,2023-02-06T14:48:25,36.39,38.077,6.98,3.5
0.44045138888888885,2023-02-06T14:51:15,38.491,38.008,7.2,4.4
0.44224537037037037,2023-02-06T14:53:50,36.593,36.874,5.56,4.0
0.4434490740740741,2023-02-06T14:55:34,37.865,38.135,9.09,4.2
0.4449652777777778,2023-02-06T14:57:45,37.833,38.109,7.0,4.4
0.44748842592592586,2023-02-06T15:01:23,36.629,38.027,7.12,4.0
0.4491087962962963,2023-02-06T15:03:43,36.639,37.077,6.97,3.6
0.45131944444444444,2023-02-06T15:06:54,40.01,38.79,7.69,4.3
0.4521527777777778,2023-02-06T15:08:06,37.654,37.962,14.34,4.2
0.45395833333333335,2023-02-06T15:10:42,36.529,38.05,6.89,3.9
0.45662037037037034,2023-02-06T15:14:32,37.667,37.977,7.04,5.0
0.46056712962962965,2023-02-06T15:20:13,37.859,38.146,6.99,3.9
0.46148148148148144,2023-02-06T15:21:32,37.237,37.555,6.12,4.1
0.46194444444444444,2023-02-06T15:22:12,37.834,38.038,7.0,3.7
0.4630902777777778,2023-02-06T15:23:51,37.086,37.489,7.0,2.8
0.46552083333333333,2023-02-06T15:27:21,37.136,38.04,7.0,3.7
0.46881944444444446,2023-02-06T15:32:06,38.076,38.196,12.93,3.0
0.46980324074074076,2023-02-06T15:33:31,38.182,38.239,11.15,5.3
0.47295138888888894,2023-02-06T15:38:03,37.665,37.834,0.43,4.6
0.4739930555555556,2023-02-06T15:39:33,38.154,37.967,7.15,3.2
0.47430555555555554,2023-02-06T15:40:00,36.638,37.907,5.6,4.7
0.47716435185185185,2023-02-06T15:44:07,36.585,38.061,6.21,4.4
0.47988425925925926,2023-02-06T15:48:02,36.617,37.956,12.7,3.9
0.481087962962963,2023-02-06T15:49:46,36.86,38.108,7.78,3.7
0.4821875,2023-02-06T15:51:21,37.783,38.119,7.0,4.1
0.483125,2023-02-06T15:52:42,37.804,37.873,7.0,4.0
0.48408564814814814,2023-02-06T15:54:05,37.093,37.272,7.0,3.5
0.48640046296296297,2023-02-06T15:57:25,39.478,38.708,7.0,3.0
0.48736111111111113,2023-02-06T15:58:48,36.59,38.14,7.0,3.4
0.48778935185185185,2023-02-06T15:59:25,37.578,38.002,7.05,4.2
0.4897453703703703,2023-02-06T16:02:14,37.422,38.002,4.02,4.1
0.49122685185185183,2023-02-06T16:04:22,37.576,38.012,7.0,3.4
0.4928356481481481,2023-02-06T16:06:41,37.001,38.074,7.01,4.1
0.4936111111111111,2023-02-06T16:07:48,38.169,38.25,4.01,4.1
0.4955671296296297,2023-02-06T16:10:37,37.201,38.09,7.0,3.8
0.4971759259259259,2023-02-06T16:12:56,36.921,37.37,6.95,3.9
0.4986689814814815,2023-02-06T16:15:05,36.949,37.422,6.82,3.4
0.5032986111111112,2023-02-06T16:21:45,36.47,38.061,7.01,4.1
0.5039814814814815,2023-02-06T16:22:44,36.487,38.009,7.16,4.0
0.5055555555555555,2023-02-06T16:25:00,36.458,38.053,10.59,4.1
0.5067013888888889,2023-02-06T16:26:39,36.374,38.044,6.99,4.8
0.5077314814814815,2023-02-06T16:28:08,36.875,37.381,7.0,4.6
0.5105439814814815,2023-02-06T16:32:11,36.424,36.69,10.18,4.7
0.5105555555555555,2023-02-06T16:32:12,37.561,37.852,7.0,3.8
0.5126851851851852,2023-02-06T16:35:16,39.091,38.241,7.0,4.5
0.5183680555555555,2023-02-06T16:43:27,36.472,38.024,10.06,5.1
0.5205787037037036,2023-02-06T16:46:38,36.498,38.043,7.19,4.5
0.5224421296296297,2023-02-06T16:49:19,38.176,38.264,6.94,4.0
0.5242592592592593,2023-02-06T16:51:56,37.58,38.019,7.04,4.0
0.5255092592592593,2023-02-06T16:53:44,36.578,38.048,7.63,4.0
0.5267824074074074,2023-02-06T16:55:34,37.392,38.021,7.06,4.5
0.5307638888888889,2023-02-06T17:01:18,36.871,38.125,7.01,4.0
0.533125,2023-02-06T17:04:42,37.591,38.024,7.0,3.5
0.533912037037037,2023-02-06T17:05:50,37.878,37.741,7.0,3.0
0.5380439814814815,2023-02-06T17:11:47,37.437,38.072,3.13,4.4
0.5411574074074075,2023-02-06T17:16:16,36.456,38.054,6.96,3.9
0.5421527777777778,2023-02-06T17:17:42,39.74,38.652,7.24,3.3
0.5431365740740741,2023-02-06T17:19:07,37.862,38.121,7.09,4.0
0.545162037037037,2023-02-06T17:22:02,36.512,38.111,7.09,4.3
0.5481944444444444,2023-02-06T17:26:24,36.606,38.1,5.15,4.6
0.5498263888888889,2023-02-06T17:28:45,38.173,38.075,6.98,3.3
0.5504166666666667,2023-02-06T17:29:36,37.683,38.047,7.0,3.9
0.5517708333333334,2023-02-06T17:31:33,36.72,37.145,10.53,4.5
0.5528009259259259,2023-02-06T17:33:02,37.146,37.451,5.12,4.1
0.5542824074074074,2023-02-06T17:35:10,37.909,38.148,6.72,3.4
0.557164351851852,2023-02-06T17:39:19,37.856,37.885,2.27,3.4
0.5580439814814814,2023-02-06T17:40:35,37.955,38.118,7.0,3.7
0.5608333333333333,2023-02-06T17:44:36,37.869,37.682,7.19,3.0
0.5623726851851852,2023-02-06T17:46:49,37.86,38.18,12.81,4.4
0.5638541666666667,2023-02-06T17:48:57,38.053,38.211,11.35,4.1
0.5656365740740742,2023-02-06T17:51:31,37.808,38.429,7.0,3.6
0.5677314814814814,2023-02-06T17:54:32,36.984,37.441,7.04,3.7
0.5691898148148148,2023-02-06T17:56:38,37.822,38.087,12.91,3.4
0.5726967592592592,2023-02-06T18:01:41,37.552,38.008,7.0,3.6
0.573425925925926,2023-02-06T18:02:44,36.575,38.169,6.99,4.5
0.5742361111111111,2023-02-06T18:03:54,36.484,38.043,12.79,5.2
0.575011574074074,2023-02-06T18:05:01,36.403,38.004,7.03,5.0
0.5787847222222222,2023-02-06T18:10:27,38.528,38.16,7.03,3.4
0.5822569444444444,2023-02-06T18:15:27,37.774,38.075,7.08,3.9
0.5838888888888889,2023-02-06T18:17:48,38.548,38.147,10.02,4.1
0.5880787037037037,2023-02-06T18:23:50,36.533,38.018,7.0,3.7
0.5900810185185185,2023-02-06T18:26:43,37.694,37.827,6.9,3.5
0.5933333333333334,2023-02-06T18:31:24,36.62,37.89,7.21,3.9
0.5941898148148148,2023-02-06T18:32:38,38.205,38.006,7.03,4.1
0.599386574074074,2023-02-06T18:40:07,36.472,38.026,7.02,3.5
0.6004398148148148,2023-02-06T18:41:38,37.856,38.102,11.9,3.7
0.6053935185185184,2023-02-06T18:48:46,38.207,38.277,7.04,4.1
0.60625,2023-02-06T18:50:00,37.103,37.444,8.38,4.0
0.6071643518518518,2023-02-06T18:51:19,36.58,36.906,7.77,4.2
0.608761574074074,2023-02-06T18:53:37,38.193,37.99,7.07,3.8
0.6103356481481481,2023-02-06T18:55:53,38.241,37.931,7.04,3.7
0.61375,2023-02-06T19:00:48,36.498,36.806,8.13,3.4
0.6151736111111111,2023-02-06T19:02:51,38.182,38.012,7.0,3.2
0.6173958333333334,2023-02-06T19:06:03,37.074,37.204,6.98,2.7
0.6204861111111111,2023-02-06T19:10:30,36.492,38.023,7.89,4.0
0.621875,2023-02-06T19:12:30,37.461,38.019,13.17,4.1
0.6235069444444445,2023-02-06T19:14:51,36.489,38.006,6.86,3.4
0.6241435185185185,2023-02-06T19:15:46,36.472,38.041,10.28,4.4
0.6270717592592593,2023-02-06T19:19:59,36.425,38.146,7.0,3.3
0.6290277777777777,2023-02-06T19:22:48,39.673,38.584,7.0,2.7
0.6300578703703704,2023-02-06T19:24:17,37.47,37.71,7.06,3.6
0.6305555555555556,2023-02-06T19:25:00,36.644,37.872,7.04,4.3
0.6321875,2023-02-06T19:27:21,38.508,38.113,6.96,3.1
0.6347106481481483,2023-02-06T19:30:59,37.32,38.06,4.81,4.6
0.6365972222222223,2023-02-06T19:33:42,38.27,38.012,7.01,2.9
0.6369675925925926,2023-02-06T19:34:14,36.993,37.156,7.47,3.3
0.6380671296296295,2023-02-06T19:35:49,37.164,37.536,8.99,4.5
0.6393055555555556,2023-02-06T19:37:36,37.895,38.146,6.79,3.9
0.6411458333333333,2023-02-06T19:40:15,38.207,38.076,4.31,4.5
